timestamp,domain,parameter,value_from,value_to,delta_J,cumulative_delta_J
2026-03-25 12:02:27,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.0381
2026-03-25 12:02:28,network,cluster.qos_normalised,0.5000,0.6300,-0.0032,-1.0413
2026-03-25 12:03:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.0463
2026-03-25 12:03:31,network,cluster.qos_normalised,0.5000,0.4800,-0.0024,-1.0487
2026-03-25 12:04:32,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.0537
2026-03-25 12:04:33,network,cluster.qos_normalised,0.5000,0.9100,-0.0046,-1.0583
2026-03-25 12:05:35,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.0631
2026-03-25 12:05:36,network,cluster.qos_normalised,0.5000,0.3800,-0.0019,-1.0650
2026-03-25 12:06:37,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.0697
2026-03-25 12:06:37,network,cluster.qos_normalised,0.5000,0.3300,-0.0016,-1.0713
2026-03-25 12:07:38,thermal,cluster.fan_speed_normalised,0.5000,0.8400,-0.0034,-1.0747
2026-03-25 12:07:39,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-1.0755
2026-03-25 12:08:41,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-1.0800
2026-03-25 12:08:41,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-1.0849
2026-03-25 12:09:45,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-1.0893
2026-03-25 12:09:45,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-1.0927
2026-03-25 12:10:46,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-1.0972
2026-03-25 12:10:47,network,cluster.qos_normalised,0.5000,0.0300,-0.0001,-1.0973
2026-03-25 12:11:49,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1023
2026-03-25 12:11:49,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-1.1052
2026-03-25 12:12:50,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-1.1090
2026-03-25 12:12:51,network,cluster.qos_normalised,0.5000,0.6700,-0.0033,-1.1123
2026-03-25 12:13:52,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1173
2026-03-25 12:13:53,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-1.1222
2026-03-25 12:14:55,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1272
2026-03-25 12:14:55,network,cluster.qos_normalised,0.5000,0.2300,-0.0011,-1.1283
2026-03-25 12:15:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1333
2026-03-25 12:15:59,network,cluster.qos_normalised,0.5000,0.1300,-0.0006,-1.1339
2026-03-25 12:17:00,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-1.1383
2026-03-25 12:17:01,network,cluster.qos_normalised,0.5000,0.1900,-0.0010,-1.1393
2026-03-25 12:18:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1443
2026-03-25 12:18:04,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-1.1458
2026-03-25 12:19:05,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.1506
2026-03-25 12:19:05,network,cluster.qos_normalised,0.5000,0.9000,-0.0045,-1.1551
2026-03-25 12:20:06,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.1594
2026-03-25 12:20:07,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-1.1604
2026-03-25 12:21:08,thermal,cluster.fan_speed_normalised,0.5000,0.8700,-0.0037,-1.1641
2026-03-25 12:21:08,network,cluster.qos_normalised,0.5000,0.8500,-0.0042,-1.1683
2026-03-25 12:22:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1733
2026-03-25 12:22:13,network,cluster.qos_normalised,0.5000,0.2700,-0.0014,-1.1747
2026-03-25 12:23:15,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-1.1782
2026-03-25 12:23:16,network,cluster.qos_normalised,0.5000,0.3700,-0.0018,-1.1800
2026-03-25 12:24:17,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.1847
2026-03-25 12:24:17,network,cluster.qos_normalised,0.5000,0.6600,-0.0033,-1.1880
2026-03-25 12:25:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.1930
2026-03-25 12:26:21,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-1.1972
2026-03-25 12:26:21,network,cluster.qos_normalised,0.5000,0.7700,-0.0039,-1.2011
2026-03-25 12:27:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.2061
2026-03-25 12:27:24,network,cluster.qos_normalised,0.5000,0.0800,-0.0004,-1.2065
2026-03-25 12:28:28,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.2114
2026-03-25 12:28:28,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-1.2152
2026-03-25 12:29:30,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.2200
2026-03-25 12:29:31,network,cluster.qos_normalised,0.5000,0.9100,-0.0046,-1.2246
2026-03-25 12:30:33,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.2289
2026-03-25 12:30:33,network,cluster.qos_normalised,0.5000,0.9900,-0.0049,-1.2338
2026-03-25 12:31:35,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.2388
2026-03-25 12:31:35,network,cluster.qos_normalised,0.5000,0.9000,-0.0045,-1.2433
2026-03-25 12:32:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.2483
2026-03-25 12:32:37,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.2533
2026-03-25 12:33:38,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.2581
2026-03-25 12:33:39,network,cluster.qos_normalised,0.5000,0.4700,-0.0024,-1.2605
2026-03-25 12:34:42,thermal,cluster.fan_speed_normalised,0.5000,0.8700,-0.0037,-1.2642
2026-03-25 12:34:42,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-1.2657
2026-03-25 12:35:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.2707
2026-03-25 12:35:44,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-1.2724
2026-03-25 12:36:46,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.2773
2026-03-25 12:36:47,network,cluster.qos_normalised,0.5000,0.1100,-0.0005,-1.2778
2026-03-25 12:37:48,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.2825
2026-03-25 12:37:48,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-1.2854
2026-03-25 12:38:49,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.2904
2026-03-25 12:38:50,network,cluster.qos_normalised,0.5000,0.6900,-0.0034,-1.2938
2026-03-25 12:39:51,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.2988
2026-03-25 12:39:51,network,cluster.qos_normalised,0.5000,0.5700,-0.0028,-1.3016
2026-03-25 12:40:55,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.3066
2026-03-25 12:40:55,network,cluster.qos_normalised,0.5000,0.8000,-0.0040,-1.3106
2026-03-25 12:41:56,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.3153
2026-03-25 12:41:57,network,cluster.qos_normalised,0.5000,0.4600,-0.0023,-1.3176
2026-03-25 12:42:58,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.3225
2026-03-25 12:42:58,network,cluster.qos_normalised,0.5000,0.4900,-0.0024,-1.3249
2026-03-25 12:43:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.3299
2026-03-25 12:44:00,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-1.3314
2026-03-25 12:45:01,thermal,cluster.fan_speed_normalised,0.5000,0.7600,-0.0026,-1.3340
2026-03-25 12:45:01,network,cluster.qos_normalised,0.5000,0.5500,-0.0028,-1.3368
2026-03-25 12:46:03,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.3417
2026-03-25 12:46:03,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-1.3446
2026-03-25 12:47:06,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-1.3484
2026-03-25 12:47:07,network,cluster.qos_normalised,0.5000,0.9500,-0.0048,-1.3532
2026-03-25 12:48:08,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.3575
2026-03-25 12:48:08,network,cluster.qos_normalised,0.5000,0.3300,-0.0016,-1.3591
2026-03-25 12:49:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.3641
2026-03-25 12:49:10,network,cluster.qos_normalised,0.5000,0.9400,-0.0047,-1.3688
2026-03-25 12:50:11,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.3737
2026-03-25 12:50:11,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.3787
2026-03-25 12:51:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.3837
2026-03-25 12:51:14,network,cluster.qos_normalised,0.5000,0.4800,-0.0024,-1.3861
2026-03-25 12:52:15,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.3904
2026-03-25 12:52:16,network,cluster.qos_normalised,0.5000,0.1500,-0.0007,-1.3911
2026-03-25 12:53:19,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-1.3953
2026-03-25 12:53:19,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-1.3980
2026-03-25 12:54:21,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4030
2026-03-25 12:54:22,network,cluster.qos_normalised,0.5000,0.8100,-0.0041,-1.4071
2026-03-25 12:55:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4121
2026-03-25 12:55:23,network,cluster.qos_normalised,0.5000,0.4600,-0.0023,-1.4144
2026-03-25 12:56:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4194
2026-03-25 12:56:25,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-1.4202
2026-03-25 12:57:27,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-1.4243
2026-03-25 12:57:28,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-1.4248
2026-03-25 12:58:29,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.4297
2026-03-25 12:58:29,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-1.4331
2026-03-25 12:59:32,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.4378
2026-03-25 12:59:33,network,cluster.qos_normalised,0.5000,0.4300,-0.0022,-1.4400
2026-03-25 13:00:35,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4450
2026-03-25 13:00:35,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.4500
2026-03-25 13:01:37,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.4548
2026-03-25 13:01:38,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.4598
2026-03-25 13:02:40,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.4641
2026-03-25 13:02:40,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-1.4689
2026-03-25 13:03:42,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4739
2026-03-25 13:03:43,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-1.4777
2026-03-25 13:04:45,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4827
2026-03-25 13:04:45,network,cluster.qos_normalised,0.5000,0.8900,-0.0044,-1.4871
2026-03-25 13:05:49,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.4920
2026-03-25 13:05:50,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-1.4945
2026-03-25 13:06:52,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.4995
2026-03-25 13:06:52,network,cluster.qos_normalised,0.5000,0.2800,-0.0014,-1.5009
2026-03-25 13:07:54,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-1.5044
2026-03-25 13:07:55,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-1.5051
2026-03-25 13:08:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5101
2026-03-25 13:08:56,network,cluster.qos_normalised,0.5000,0.5600,-0.0028,-1.5129
2026-03-25 13:09:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5179
2026-03-25 13:09:59,network,cluster.qos_normalised,0.5000,0.4200,-0.0021,-1.5200
2026-03-25 13:11:00,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.5247
2026-03-25 13:11:01,network,cluster.qos_normalised,0.5000,0.7900,-0.0039,-1.5286
2026-03-25 13:12:05,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5336
2026-03-25 13:12:05,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-1.5374
2026-03-25 13:13:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5424
2026-03-25 13:13:07,network,cluster.qos_normalised,0.5000,0.8000,-0.0040,-1.5464
2026-03-25 13:14:09,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-1.5510
2026-03-25 13:14:09,network,cluster.qos_normalised,0.5000,0.6000,-0.0030,-1.5540
2026-03-25 13:15:10,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5590
2026-03-25 13:15:11,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-1.5612
2026-03-25 13:16:13,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-1.5650
2026-03-25 13:16:14,network,cluster.qos_normalised,0.5000,0.9300,-0.0047,-1.5697
2026-03-25 13:17:15,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5747
2026-03-25 13:17:15,network,cluster.qos_normalised,0.5000,0.9000,-0.0045,-1.5792
2026-03-25 13:18:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5842
2026-03-25 13:18:20,network,cluster.qos_normalised,0.5000,0.0900,-0.0004,-1.5846
2026-03-25 13:19:21,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.5894
2026-03-25 13:19:21,network,cluster.qos_normalised,0.5000,0.8300,-0.0042,-1.5936
2026-03-25 13:20:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.5986
2026-03-25 13:20:24,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-1.6003
2026-03-25 13:21:25,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.6053
2026-03-25 13:21:26,network,cluster.qos_normalised,0.5000,0.4300,-0.0021,-1.6074
2026-03-25 13:22:28,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.6117
2026-03-25 13:22:28,network,cluster.qos_normalised,0.5000,0.2700,-0.0014,-1.6131
2026-03-25 13:23:30,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.6181
2026-03-25 13:23:31,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-1.6219
2026-03-25 13:24:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.6269
2026-03-25 13:24:35,network,cluster.qos_normalised,0.5000,0.8200,-0.0041,-1.6310
2026-03-25 13:25:37,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.6358
2026-03-25 13:25:37,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-1.6402
2026-03-25 13:26:39,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-1.6446
2026-03-25 13:26:40,network,cluster.qos_normalised,0.5000,0.9400,-0.0047,-1.6493
2026-03-25 13:27:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.6543
2026-03-25 13:27:41,network,cluster.qos_normalised,0.5000,0.8100,-0.0040,-1.6583
2026-03-25 13:28:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.6633
2026-03-25 13:28:44,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-1.6681
2026-03-25 13:29:46,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.6730
2026-03-25 13:29:47,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-1.6757
2026-03-25 13:30:50,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-1.6796
2026-03-25 13:31:52,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-1.6838
2026-03-25 13:31:52,network,cluster.qos_normalised,0.5000,0.8700,-0.0043,-1.6881
2026-03-25 13:32:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.6931
2026-03-25 13:32:55,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-1.6975
2026-03-25 13:33:56,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.7018
2026-03-25 13:33:56,network,cluster.qos_normalised,0.5000,0.1500,-0.0007,-1.7025
2026-03-25 13:34:59,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-1.7064
2026-03-25 13:34:59,network,cluster.qos_normalised,0.5000,0.0300,-0.0001,-1.7065
2026-03-25 13:36:01,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-1.7105
2026-03-25 13:36:02,network,cluster.qos_normalised,0.5000,0.8700,-0.0044,-1.7149
2026-03-25 13:37:06,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-1.7187
2026-03-25 13:37:06,network,cluster.qos_normalised,0.5000,0.6500,-0.0033,-1.7220
2026-03-25 13:38:07,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-1.7263
2026-03-25 13:38:08,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-1.7280
2026-03-25 13:39:10,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7330
2026-03-25 13:39:11,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-1.7341
2026-03-25 13:40:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7391
2026-03-25 13:40:13,network,cluster.qos_normalised,0.5000,0.8900,-0.0045,-1.7436
2026-03-25 13:41:15,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-1.7481
2026-03-25 13:41:16,network,cluster.qos_normalised,0.5000,0.0800,-0.0004,-1.7485
2026-03-25 13:42:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7535
2026-03-25 13:42:18,network,cluster.qos_normalised,0.5000,0.6500,-0.0032,-1.7567
2026-03-25 13:43:21,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-1.7611
2026-03-25 13:43:22,network,cluster.qos_normalised,0.5000,0.6700,-0.0033,-1.7644
2026-03-25 13:44:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7694
2026-03-25 13:44:25,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-1.7704
2026-03-25 13:45:27,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7754
2026-03-25 13:45:27,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-1.7770
2026-03-25 13:46:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7820
2026-03-25 13:46:30,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-1.7831
2026-03-25 13:47:32,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7881
2026-03-25 13:47:32,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-1.7925
2026-03-25 13:48:33,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.7975
2026-03-25 13:48:34,network,cluster.qos_normalised,0.5000,0.0200,-0.0001,-1.7976
2026-03-25 13:49:38,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8026
2026-03-25 13:49:39,network,cluster.qos_normalised,0.5000,0.4200,-0.0021,-1.8047
2026-03-25 13:50:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8097
2026-03-25 13:50:41,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-1.8117
2026-03-25 13:51:43,thermal,cluster.fan_speed_normalised,0.5000,0.8300,-0.0033,-1.8150
2026-03-25 13:51:44,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-1.8177
2026-03-25 13:52:46,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8227
2026-03-25 13:52:46,network,cluster.qos_normalised,0.5000,0.4100,-0.0021,-1.8248
2026-03-25 13:53:48,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.8297
2026-03-25 13:53:48,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-1.8345
2026-03-25 13:54:50,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8395
2026-03-25 13:54:51,network,cluster.qos_normalised,0.5000,0.9500,-0.0047,-1.8442
2026-03-25 13:55:55,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.8491
2026-03-25 13:55:56,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.8541
2026-03-25 13:56:57,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8591
2026-03-25 13:56:57,network,cluster.qos_normalised,0.5000,0.9200,-0.0046,-1.8637
2026-03-25 13:57:59,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-1.8686
2026-03-25 13:58:00,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-1.8694
2026-03-25 13:59:02,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8744
2026-03-25 13:59:02,network,cluster.qos_normalised,0.5000,0.6600,-0.0033,-1.8777
2026-03-25 14:00:04,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.8827
2026-03-25 14:00:05,network,cluster.qos_normalised,0.5000,0.6100,-0.0031,-1.8858
2026-03-25 14:01:07,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.8905
2026-03-25 14:01:08,network,cluster.qos_normalised,0.5000,0.5200,-0.0026,-1.8931
2026-03-25 14:02:12,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-1.8976
2026-03-25 14:02:12,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.9026
2026-03-25 14:03:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9076
2026-03-25 14:03:15,network,cluster.qos_normalised,0.5000,0.6900,-0.0035,-1.9111
2026-03-25 14:04:17,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-1.9153
2026-03-25 14:04:17,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-1.9202
2026-03-25 14:05:19,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-1.9250
2026-03-25 14:05:20,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-1.9300
2026-03-25 14:06:21,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9350
2026-03-25 14:06:22,network,cluster.qos_normalised,0.5000,0.8700,-0.0043,-1.9393
2026-03-25 14:07:24,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-1.9440
2026-03-25 14:07:24,network,cluster.qos_normalised,0.5000,0.7200,-0.0036,-1.9476
2026-03-25 14:08:28,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9526
2026-03-25 14:08:29,network,cluster.qos_normalised,0.5000,0.2500,-0.0012,-1.9538
2026-03-25 14:09:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9588
2026-03-25 14:09:31,network,cluster.qos_normalised,0.5000,0.1900,-0.0010,-1.9598
2026-03-25 14:10:33,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9648
2026-03-25 14:10:34,network,cluster.qos_normalised,0.5000,0.8000,-0.0040,-1.9688
2026-03-25 14:11:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9738
2026-03-25 14:11:36,network,cluster.qos_normalised,0.5000,0.2500,-0.0012,-1.9750
2026-03-25 14:12:39,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9800
2026-03-25 14:12:39,network,cluster.qos_normalised,0.5000,0.2700,-0.0013,-1.9813
2026-03-25 14:13:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9863
2026-03-25 14:13:42,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-1.9890
2026-03-25 14:14:46,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-1.9940
2026-03-25 14:14:46,network,cluster.qos_normalised,0.5000,0.5900,-0.0030,-1.9970
2026-03-25 14:15:48,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-2.0016
